"id","main_id","ra","dec","distance_ly","x","y","z","spectral_type","diameter_solar","diameter_km","temperature","mass"
"1673","LP  297-12","32.9990344076667","32.3629576839056","67.21","47.6123","30.9187","35.9762","dM5.5","","","",""
"1674","HD 285190","75.81703823284","21.39894847521","67.22","15.3348","60.6783","24.5259","M1.5V","0.46","640320.0","3000.0","0.3"
"1675","2MASS J09161504+2139512","139.06254719707","21.66417720313","67.22","-47.1928","40.9337","24.8153","M9V","0.14","194880.0","3000.0","0.3"
"1676","Wolf  945","326.968661102265","50.2465950909772","67.22","36.0384","-23.4317","51.679","M4V","0.34","473280.0","3000.0","0.3"
"1677","HD 219623","349.1762648346","53.21347481835","67.22","39.5376","-7.5592","53.8346","F8V","1.26","1753920.0","6500.0","1.3"
"1678","L  989-38","261.07060270346","-4.3644692049","67.22","-10.4034","-66.2128","-5.1155","M2V","0.42","584640.0","3000.0","0.3"
"1679","2MASS J04430581-3202090","70.77425283752","-32.03576440687","67.24","18.7698","53.8215","-35.6674","L6.4:V","","","",""
"1680","LP  532-81","51.4260274","5.8643909","67.25","41.7126","52.3011","6.8712","M4.5V","0.34","473280.0","3000.0","0.3"
"1681","HD  23588A","56.3505990602642","-27.8624692286689","67.26","32.9488","49.4993","-31.434","K5V","0.7","974400.0","4000.0","0.7"
"1682","V* V2367 Oph","258.418616774565","-8.42076646524611","67.27","-13.3595","-65.19","-9.8511","M3.5V","0.38","528960.0","3000.0","0.3"
"1683","LP  257-28","121.490294834487","38.5624066696114","67.29","-27.4842","44.8672","41.9463","DC9","","","",""
"1684","PM J01344+6426W","23.61196541602","64.4473502927","67.29","26.5949","11.6256","60.7083","M3.5V","0.38","528960.0","3000.0","0.3"
"1685","2MASS J19492942+1713027","297.37263291235","17.21741824103","67.3","29.5563","-57.0866","19.9207","L2.5","","","",""
"1686","L  235-35","88.1214714495333","-55.111804048967","67.31","1.262","38.4791","-55.2124","M","0.3","417600.0","3000.0","0.3"
"1687","BD-13  2439","123.285407024231","-13.9170879183077","67.32","-35.8613","54.624","-16.1916","M0V","0.5","696000.0","3000.0","0.3"
"1688","LP  322-288","195.030963547878","30.6490748866264","67.33","-55.9425","-15.0222","34.3234","M6V","0.26","361920.0","3000.0","0.3"
"1689","LSPM J1917+2833","289.38129224773","28.5539651787","67.34","19.6289","-55.7973","32.1876","dM5.5","","","",""
"1690","HD    870","3.20937200829","-57.91260959261","67.35","35.721","2.003","-57.0615","K0V","0.9","1252800.0","4000.0","0.7"
"1691","G   8-29","65.4586595718","21.3285652682","67.37","26.0656","57.0866","24.5035","M3.5V","0.38","528960.0","3000.0","0.3"
"1692","2MASS J17213449+1117379","260.393745833333","11.2938666666667","67.39","-11.028","-65.1584","13.1977","T6","","","",""
"1693","Ross  727","287.332875920288","-14.7485679232542","67.4","19.4184","-62.2195","-17.1585","M2.5V","0.42","584640.0","3000.0","0.3"
"1694","LSPM J0636+0619","99.1540279813642","6.31952697978028","67.4","-10.6574","66.1373","7.4189","M6V","0.26","361920.0","3000.0","0.3"
"1695","2MASS J17343053-1151388","263.627236423419","-11.8608425488808","67.4","-7.3214","-65.5534","-13.8531","M9.0V","0.14","194880.0","3000.0","0.3"
"1696","G  66-37","223.11889474273","12.39244385658","67.41","-48.0586","-45.0022","14.4666","M2.5V","0.42","584640.0","3000.0","0.3"
"1697","G 202-68","249.876112111591","50.5676229523392","67.44","-14.7377","-40.2206","52.089","M0V","0.5","696000.0","3000.0","0.3"
"1698","HD  59747","113.25241879188","37.02984618014","67.45","-21.2578","49.4731","40.6205","K1V(k)","0.86","1197120.0","4000.0","0.7"
"1699","PM J23073-0415","346.83282269563","-4.25911126882","67.45","65.4953","-15.3222","-5.0093","M1","0.46","640320.0","3000.0","0.3"
"1700","LSPM J1754+1251","268.68053187656","12.85574160137","67.46","-1.5145","-65.7516","15.0097","M2.0V","0.42","584640.0","3000.0","0.3"
"1701","HD 137778","232.050878949194","-9.3578623622225","67.46","-40.9332","-52.4881","-10.969","K1V","0.86","1197120.0","4000.0","0.7"
"1702","G  64-28","208.89632951395","-7.38796498504","67.47","-58.5793","-32.3326","-8.6758","M3.0V","0.38","528960.0","3000.0","0.3"
"1703","2MASS J17461199+5034036","266.54988425693","50.56760876867","67.47","-2.579","-42.7771","52.1121","L5.7V","","","",""
"1704","LP  356-15","51.05358582594","23.77196089807","67.48","38.8187","48.0288","27.201","M2.5V","0.42","584640.0","3000.0","0.3"
"1705","HD  23588B","56.3503813015408","-27.8627997579322","67.49","33.0616","49.6683","-31.5419","M3V","0.38","528960.0","3000.0","0.3"
"1706","L   38-47","185.527980084107","-78.6409488878325","67.49","-13.2308","-1.2805","-66.168","M3","0.38","528960.0","3000.0","0.3"
"1707","L  886-6","105.478494625893","-6.46284189490361","67.5","-17.8997","64.6384","-7.5977","DA7.6","","","",""
"1708","2MASSI J1526140+204341","231.55837401276","20.7278999122942","67.51","-39.2553","-49.4541","23.8938","L5","","","",""
"1709","CD-36  9107","211.851602878357","-36.7286740490594","67.51","-45.96","-28.5538","-40.3728","M0","0.5","696000.0","3000.0","0.3"
"1710","LP  474-219","64.17816375444","13.18285883759","67.52","28.6349","59.1766","15.3986","M6V","0.26","361920.0","3000.0","0.3"
"1711","LP   73-196","305.8251371","67.1695198","67.53","15.3364","-21.2448","62.2395","M5.0+M5.0","0.3","417600.0","3000.0","0.3"
"1712","LP  758-16","324.76548164187","-10.8123798466683","67.53","54.1791","-38.2681","-12.6682","M5.5Ve","0.3","417600.0","3000.0","0.3"
"1713","L 1578-44","324.160752263676","39.4556940391258","67.54","42.275","-30.5338","42.9204","M0V","0.5","696000.0","3000.0","0.3"
"1714","G  10-52","177.14785189214","7.69460900609","67.55","-66.8588","3.3309","9.0445","M3.5V","0.38","528960.0","3000.0","0.3"
"1715","LP  584-4","0.52590621321375","1.26004007169889","67.56","67.5408","0.62","1.4856","M6.5e","0.26","361920.0","3000.0","0.3"
"1716","LP  356-14 A","51.02699922024","23.78503378026","67.57","38.8888","48.07","27.2514","M1.5V","0.46","640320.0","3000.0","0.3"
"1717","G 188-47","333.39872241244","25.96958016653","67.58","54.3248","-27.2054","29.5929","dM4.0","","","",""
"1718","CD-42 16413","354.57257472968","-41.51771605152","67.58","50.3737","-4.786","-44.7955","M3V","0.38","528960.0","3000.0","0.3"
"1719","LP  356-14 B","51.02679510042","23.78568401323","67.59","38.9003","48.0838","27.2602","M3","0.38","528960.0","3000.0","0.3"
"1720","CD-25 10553A","222.388561369334","-26.1057814241997","67.59","-44.8285","-40.9176","-29.7416","M1.5V","0.46","640320.0","3000.0","0.3"
"1721","HD 154590","257.030472395229","-41.7239682949778","67.59","-11.3218","-49.1596","-44.984","K4V","0.74","1030080.0","4000.0","0.7"
"1722","DO  3744","231.93824128424","7.67519958257","67.62","-41.315","-52.7634","9.0311","K5","0.7","974400.0","4000.0","0.7"
"1723","CD-25 10553B","222.381119576552","-26.1090350177239","67.63","-44.8591","-40.9349","-29.7627","M1.5V","0.46","640320.0","3000.0","0.3"
"1724","G 200-31","215.164030639561","46.0427439170981","67.64","-38.3822","-27.0396","48.6912","dM5.0","","","",""
"1725","G  71-24","24.6247552656679","0.651588294576111","67.65","61.4937","28.1861","0.7693","M2.5V","0.42","584640.0","3000.0","0.3"
"1726","CD-45  7872","188.993315422845","-45.9390242041478","67.65","-46.4671","-7.3541","-48.6133","M1V","0.46","640320.0","3000.0","0.3"
"1727","HD  13513","32.7592494023057","-35.6707614880205","67.65","46.2167","29.7381","-39.4485","K8Vk","0.58","807360.0","4000.0","0.7"
"1728","HD  59582","112.782131817473","14.6141431746764","67.66","-25.3522","60.3632","17.0712","K5","0.7","974400.0","4000.0","0.7"
"1729","UCAC4 650-090086","308.34106347587","39.90271056359","67.67","32.2032","-40.7163","43.4094","DA","","","",""
"1730","LP  162-47","114.69671","49.4237914","67.67","-18.3908","39.9905","51.3982","M6V","0.26","361920.0","3000.0","0.3"
"1731","WISE J181243.14+200746.4","273.179643541667","20.1310566666667","67.67","3.5241","-63.4381","23.2899","T9","","","",""
"1732","2MASS J15164306+3053443","229.179439","30.895651","67.67","-37.9585","-43.9435","34.7469","L8.0+L9.5","","","",""
"1733","DENIS J082303.1-491201","125.76311246502","-49.20034874484","67.67","-25.8418","35.8792","-51.2261","L1.5","","","",""
"1734","G   2-29","18.1978922477446","1.91096370538167","67.67","64.2496","21.1216","2.2566","dM4.5","","","",""
"1735","LP  716-35","76.29909435234","-12.0079501953","67.68","15.6795","64.3154","-14.0806","dM4.0","","","",""
"1736","LSPM J0343+1958","55.84633800986","19.97044472415","67.7","35.7223","52.6553","23.1219","DA","","","",""
"1737","G 205-55","286.322497182297","45.1209318191131","67.72","13.4294","-45.8582","47.9862","M4V","0.34","473280.0","3000.0","0.3"
"1738","G 256-25","237.47973312305","79.66433004787","67.72","-6.5318","-10.2449","66.6211","M5.0V","0.3","417600.0","3000.0","0.3"
"1739","2MASS J12322390+2528259","188.09964301487","25.47387678569","67.73","-60.5354","-8.6151","29.1306","dM7","","","",""
"1740","LP  556-53","191.539262750909","7.10691777211028","67.74","-65.8609","-13.4466","8.3809","M6","0.26","361920.0","3000.0","0.3"
"1741","1RXS J210736.5-130500","316.90329385393","-13.08283093089","67.75","48.1871","-45.0875","-15.3359","M3.0Ve","0.38","528960.0","3000.0","0.3"
"1742","CD-48  1982","86.8258931381254","-48.5251402272175","67.77","2.4852","44.8146","-50.7764","K7V","0.62","863040.0","4000.0","0.7"
"1743","PM 13391-3400","205.511985541012","-34.2554001539831","67.79","-50.5676","-24.1325","-38.1578","DA9.5","","","",""
"1744","HD  33564","80.63971083504","79.23115073442","67.79","2.0601","12.4977","66.5961","F7V","1.29","1795680.0","6500.0","1.3"
"1745","L 1578-44 A","324.160734694233","39.4557020497997","67.8","42.4378","-30.6513","43.0856","M0.5V","0.5","696000.0","3000.0","0.3"
"1746","HD    123A","1.56589110847","58.436696463","67.8","35.476","0.9698","57.7698","G3V","1.04","1447680.0","5500.0","1.0"
"1747","CD-31   981","36.8765120310513","-30.9098762546644","67.81","46.5395","34.913","-34.8333","M2V","0.42","584640.0","3000.0","0.3"
"1748","L  327-121","188.387825143352","-48.4364956296106","67.82","-44.5139","-6.5636","-50.7443","M3.5","0.38","528960.0","3000.0","0.3"
"1749","LP  932-89","343.200299467555","-28.7951837989753","67.83","56.9057","-17.1805","-32.6724","M2","0.42","584640.0","3000.0","0.3"
"1750","SSSPM J2307-5009","346.74486611541","-50.1497069287456","67.84","42.3127","-9.9673","-52.0822","M9e","0.14","194880.0","3000.0","0.3"
"1751","PM J02028+0447","30.71700987201","4.78400560841","67.84","58.1189","34.5318","5.6578","M3.5Ve","0.38","528960.0","3000.0","0.3"
"1752","G  48-15","141.398757810167","-1.92987284617556","67.84","-52.9874","42.3011","-2.2846","sdM3.0","","","",""
"1753","LSR J0124+6819","21.0968201690221","68.3253328540825","67.86","23.3832","9.0214","63.062","M7.0V","0.22","306240.0","3000.0","0.3"
"1754","HD 203244","321.168842065854","-68.227924401427","67.86","19.6076","-15.7825","-63.0193","G5V","1.0","1392000.0","5500.0","1.0"
"1755","EGGR 360","206.851540147751","10.3605592192647","67.87","-59.565","-30.1557","12.2059","DA7.1","","","",""
"1756","HD 155712","258.15676057787","18.35119458486","67.88","-13.2228","-63.0564","21.3714","K2.5V","0.82","1141440.0","4000.0","0.7"
"1757","LP  555-25","187.438791968639","7.87716471709555","67.89","-66.6834","-8.7066","9.3043","M6.5V","0.26","361920.0","3000.0","0.3"
"1758","HD 270712","71.0457398","-70.3234559","67.89","7.425","21.6198","-63.9258","M0V+M1Ve","0.5","696000.0","3000.0","0.3"
"1759","LP  736-31","191.1290271832","-11.70409865293","67.9","-65.2379","-12.8335","-13.774","M4.0","0.34","473280.0","3000.0","0.3"
"1760","G  14-1","191.790742948012","-3.57159298259222","67.9","-66.3382","-13.8476","-4.2299","M3V","0.38","528960.0","3000.0","0.3"
"1761","L  359-91","349.459676544356","-48.3131488864139","67.91","44.4021","-8.2618","-50.7146","M3.5V","0.38","528960.0","3000.0","0.3"
"1762","LSPM J0422+1031","65.63328370399","10.52188743974","67.95","27.5631","60.8565","12.4084","M3.5V","0.38","528960.0","3000.0","0.3"
"1763","LP  399-193","333.9786456","23.3506345","67.95","56.0608","-27.3685","26.9325","M7V+M6V","0.22","306240.0","3000.0","0.3"
"1764","WISE J091408.96-345941.5","138.537337208333","-34.9954658055556","67.95","-41.7142","36.8572","-38.9701","T8","","","",""
"1765","V* TX PsA","341.25026733146","-33.25724764809","67.96","53.8135","-18.2669","-37.2692","M5IVe","0.3","417600.0","3000.0","0.3"
"1766","G 187-14","315.335974259315","33.2411069452388","67.99","40.4446","-39.9731","37.2696","M4V","0.34","473280.0","3000.0","0.3"
"1767","HD 184385","293.35646928194","21.8403267628","67.99","25.02","-57.9385","25.2937","G8V","0.94","1308480.0","5500.0","1.0"
"1768","BD+00  5017","353.751153099003","1.60539853097028","68.0","67.5694","-7.3987","1.9051","K7V","0.62","863040.0","4000.0","0.7"
"1769","LP  817-54","322.34745100856","-18.91884557187","68.01","50.9367","-39.301","-22.0508","M5","0.3","417600.0","3000.0","0.3"
"1770","G 242-39","356.615783264892","74.5694428113008","68.02","18.0665","-1.0684","65.5681","dM4.5","","","",""
"1771","G  69-16","10.8983106014337","28.4448436323114","68.04","58.7469","11.3111","32.4083","M4V","0.34","473280.0","3000.0","0.3"
"1772","L  408-123","236.423356350007","-43.5079079280058","68.05","-27.296","-41.1202","-46.8493","M4e","0.34","473280.0","3000.0","0.3"
"1773","G  36-29","39.8320271597471","26.165960428765","68.05","46.902","39.1217","30.0082","DA","","","",""
"1774","BD+21  4747A","336.18974024036","22.55113667664","68.06","57.5061","-25.3755","26.1015","K7","0.62","863040.0","4000.0","0.7"
"1775","V* WW PsA","341.24151182291","-33.25048459491","68.06","53.894","-18.3035","-37.3173","M4IVe","0.34","473280.0","3000.0","0.3"
"1776","BD-18  4452A","258.29810856335","-18.57356032984","68.08","-13.0888","-63.1928","-21.685","M0Ve","0.5","696000.0","3000.0","0.3"
"1777","LP  230-40","289.92115477403","41.46355222055","68.09","17.3856","-47.9719","45.0853","M5.5Ve","0.3","417600.0","3000.0","0.3"
"1778","ULAS J151721.12+052929.0","229.338119791667","5.49089188888889","68.09","-44.1634","-51.4139","6.5154","T8","","","",""
"1779","2MASS J13262981-0038314","201.624245","-0.64208","68.09","-63.2939","-25.0908","-0.763","L5.5V","","","",""
"1780","HD 117043","201.499409995106","63.2612756437656","68.11","-28.5121","-11.2309","60.8268","G6V","0.98","1364160.0","5500.0","1.0"
"1781","SIPS J1632-0631","248.245073334863","-6.53011008322528","68.12","-25.084","-62.8579","-7.747","M7e","0.22","306240.0","3000.0","0.3"
"1782","V* MY Aps","218.281819248447","-81.3372579098869","68.12","-8.0539","-6.3564","-67.3429","DA4.1","","","",""
"1783","G   9-9","128.354683737615","18.5292341411367","68.14","-40.0909","50.6644","21.6541","M4.5V","0.34","473280.0","3000.0","0.3"
"1784","L  316-62","134.881971590273","-47.4358907293678","68.14","-32.524","32.6583","-50.1865","M1.5V","0.46","640320.0","3000.0","0.3"
"1785","HD  38230","86.5078571913533","37.2846496467308","68.16","3.3033","54.1298","41.2896","K0V","0.9","1252800.0","4000.0","0.7"
"1786","G 115-57","137.349289874402","40.1013646163181","68.16","-38.3459","35.3236","43.9047","M4V","0.34","473280.0","3000.0","0.3"
"1787","HD 124580","213.9111877452","-45.0007555958","68.17","-40.0037","-26.8927","-48.2041","G0V","1.1","1531200.0","5500.0","1.0"
"1788","HD 189484","300.646496793756","-50.0527006932983","68.18","22.315","-37.6628","-52.2692","K4V","0.74","1030080.0","4000.0","0.7"
"1789","LP  399-274","336.17659716163","22.51184765613","68.18","57.6181","-25.4407","26.1044","M6V","0.26","361920.0","3000.0","0.3"
"1790","HD  80768","141.721373592985","75.9342611353153","68.18","-13.0077","10.265","66.1358","K7V","0.62","863040.0","4000.0","0.7"
"1791","HD   5633","14.3322747247717","-62.2455957623056","68.19","30.7666","7.8608","-60.3449","K6.5Vk:","0.66","918720.0","4000.0","0.7"
"1792","G 140-9","265.753344447557","5.78939992113722","68.19","-5.0237","-67.6559","6.8785","M0V","0.5","696000.0","3000.0","0.3"
"1793","L  173-39","27.10907651804","-56.97818304885","68.2","33.0831","16.9361","-57.1832","M1.5Ve","0.46","640320.0","3000.0","0.3"
"1794","LP   55-26","70.9289305449104","64.8085628670219","68.22","9.4877","27.4437","61.7316","dM5.5","","","",""
"1795","HD 332518","296.39835408104","30.01021815586","68.22","26.2649","-52.9142","34.1205","K5V","0.7","974400.0","4000.0","0.7"
"1796","LP  193-248","8.65785261842","40.83391692509","68.22","51.0276","7.7699","44.6069","dM6","","","",""
"1797","L  818-40","122.642891754749","-13.8142031503211","68.22","-35.7336","55.783","-16.2892","M2.5V","0.42","584640.0","3000.0","0.3"
"1798","LP  534-29","62.3428162","5.774117","68.23","31.5103","60.1275","6.8644","M6V","0.26","361920.0","3000.0","0.3"
"1799","LP  560-1","214.87326324568","2.91013294965","68.24","-55.9132","-38.9668","3.4645","M5.0V","0.3","417600.0","3000.0","0.3"
"1800","2MASS J19332754+2150009","293.36471916073","21.83344360124","68.24","25.1216","-58.1507","25.3791","M8.5V","0.18","250560.0","3000.0","0.3"
"1801","BD-09  4394","246.888441619892","-10.0079017232519","68.26","-26.3859","-61.8263","-11.8625","dM2.0","","","",""
"1802","2MASS J05012406-0010452","75.35035523158","-0.17933104179","68.27","17.2659","66.0502","-0.2137","L4gamma","","","",""
"1803","L  283-3","330.863045424851","-50.6439602023042","68.3","37.8309","-21.0884","-52.8109","M4V","0.34","473280.0","3000.0","0.3"
"1804","G 130-53","2.98515836102375","33.0547236556547","68.3","57.168","2.9812","37.2535","M3.5V","0.38","528960.0","3000.0","0.3"
"1805","HD 197076","310.188086345002","19.9355361439219","68.31","41.4389","-49.057","23.2912","G5V","1.0","1392000.0","5500.0","1.0"
"1806","G 119-25","159.638495314668","35.4970562441275","68.31","-52.1393","19.3506","39.665","M2.5V","0.42","584640.0","3000.0","0.3"
"1807","EGGR 506","357.479281687024","29.5677846964581","68.32","59.3654","-2.6135","33.7127","DA8.5","","","",""
"1808","G  91-34","122.378975282338","21.9047883904161","68.32","-33.9452","53.5324","25.4878","M2.0V","0.42","584640.0","3000.0","0.3"
"1809","*  17 Cyg B","296.614778094741","33.7302467049769","68.32","25.4544","-50.7985","37.937","K4","0.74","1030080.0","4000.0","0.7"
"1810","G  88-19","109.37472363484","19.5712924568439","68.33","-21.3585","60.7362","22.8892","M2.5V","0.42","584640.0","3000.0","0.3"
"1811","Ross   59","88.30856502211","24.2588216254861","68.33","1.8388","62.2692","28.074","M2V","0.42","584640.0","3000.0","0.3"
