id,main_id,ra,dec,distance_ly,x,y,z,spectral_type,diameter_solar,diameter_km,temperature,mass,luminosity,r,g,b
1253,HD 233153,85.37804449769627,53.489802945716114,40.04,1.919,23.743,32.18,M1.0V,1.157,1610723.0,3080.0,0.505,0.09126,255,179,115
1254,* b Oph,261.59256892034335,-24.175306945060278,81.48,-10.869,-73.539,-33.37,kA5hA9mF1III,1.147,1596387.0,3900,0.499,0.08776,255,203,161
1255,PM J11072+4851,166.80374319824,48.85182924657,88.28,-56.553,13.261,66.474,M2.2,1.231,1713103.0,2936.0,0.545,0.1195,255,175,105
1256,CD-42 16413,354.57257472968,-41.51771605152,67.58,50.371,-4.786,-44.793,M3V,1.048,1458899.0,2840.0,0.446,0.05918,255,171,98
1257,HD  97503,168.30514431174458,4.482343201611389,59.84,-58.418,12.092,4.677,K5V,1.026,1428560.0,3900.0,0.434,0.05398,255,203,161
1258,LP  263-71,166.38945113158,32.23130845137,66.1,-54.343,13.157,35.253,M5,1.096,1525401.0,2600.0,0.471,0.07192,255,162,79
1259,* kap Ret B,52.37129274244583,-62.946465692370275,70.54,19.587,25.408,-62.818,M0.5V,1.014,1411024.0,3140.0,0.428,0.05114,255,181,119
1260,BD-13  1434,94.59217557733541,-13.868828511826665,94.16,-7.319,91.118,-22.569,M0V,1.257,1749288.0,3200.0,0.559,0.13095,255,183,123
1261,PM J17103-1444,257.57914688353,-14.74925867118,61.92,-12.88,-58.481,-15.765,M2,0.905,1259300.0,2960.0,0.371,0.03109,255,175,107
1262,L  758-107,182.82060463561996,-19.9726974572,41.57,-39.024,-1.923,-14.2,M2.5V,0.836,1163940.0,2900.0,0.336,0.02203,255,173,102
1263,HD  64090,118.38800366472374,30.60507116804528,89.2,-36.5,67.539,45.411,K0:V_Fe-3,1.295,1802489.0,4500.0,0.581,0.14928,255,217,187
1264,Ross  812,250.20367199033,36.31668967940001,70.04,-19.114,-53.101,41.482,M2V,1.306,1817843.0,2960.0,0.587,0.15493,255,175,107
1265,BD+45  2743B,278.8637006952516,45.76137421992028,50.8,5.46,-35.014,36.392,M2.5V,1.352,1881776.0,2900.0,0.613,0.18022,255,173,102
1266,L  527-12,110.47645078373002,-31.07688358433,79.28,-23.755,63.615,-40.926,M3.0,1.245,1732611.0,2840.0,0.553,0.12557,255,171,98
1267,G  13-26A,184.21607619851835,2.968021681845834,76.17,-75.861,-5.592,3.944,M4V,1.081,1505142.0,2720.0,0.464,0.06784,255,167,89
1268,StKM 1-2199,0.82917484276,4.686930653780001,93.51,93.19,1.349,7.641,M1.5V,1.313,1828054.0,3020.0,0.591,0.15877,255,177,111
1269,G 249-36,91.37250700179084,60.82290673472028,53.1,-0.62,25.878,46.361,M4.5V,0.592,824327.0,2660.0,0.218,0.00487,255,165,84
1270,LP  159-2,83.47405211697,50.90479667692,80.93,5.801,50.706,62.812,M8V,0.585,814781.0,2240.0,0.215,0.00463,255,148,43
1271,* 212 Pup B,118.06398176869625,-34.7054921877275,59.79,-23.123,43.372,-34.041,K3V,0.776,1079766.0,4140.0,0.306,0.01586,255,209,172
1272,BKLT J162448-244002,246.20011158119996,-24.66816048461,84.51,-30.99,-70.264,-35.27,M6.0,1.461,2033612.0,2480.0,0.675,0.25307,255,158,68
1273,PM J22264+5823,336.60412312607997,58.38476785091,84.24,40.528,-17.534,71.736,M3.0V,0.604,840106.0,2840.0,0.224,0.00529,255,171,98
1274,HD 148303,247.08865437534996,-31.1308261974,91.77,-30.58,-72.354,-47.443,K2.5V,1.44,2004049.0,4200.0,0.663,0.23737,255,210,175
1275,LSPM J0738+1829,114.71174330051,18.48894979567,59.96,-23.771,51.654,19.013,M6V,0.633,881389.0,2480.0,0.237,0.00653,255,158,68
1276,G 171-51,5.474778365098334,38.274823588941665,80.85,63.183,6.056,50.083,M3.0V,1.378,1917959.0,2840.0,0.628,0.19588,255,171,98
1277,LP  912-49,211.7056548606108,-30.30777565129001,73.32,-53.851,-33.267,-37.0,M5.5Ve,1.049,1459888.0,2540.0,0.446,0.05936,255,160,73
1278,WT 135,62.86326027940252,-44.3026008806611,89.95,29.361,57.287,-62.824,M3.0VI,1.425,1983970.0,2840.0,0.655,0.22714,255,171,98
1279,HD 124498,213.58898603018397,-15.35604309661052,98.42,-79.059,-52.505,-26.063,K5.5Vkee,0.586,816136.0,3840.0,0.216,0.00466,255,201,158
1280,AG+14 2584,347.47892010478,14.426541375450004,82.04,77.563,-17.225,20.439,K5V,1.079,1502387.0,3900.0,0.463,0.0673,255,203,161
1281,HD  77175B,135.32277318123084,15.264336232027777,60.21,-41.306,40.844,15.853,K5V,1.041,1448968.0,3900.0,0.442,0.05744,255,203,161
1282,HG 8-5,61.06335511528,26.57352163164,97.58,42.226,76.377,43.653,K6V,0.741,1030967.0,3780.0,0.289,0.01296,255,200,155
1283,V* AB Dor B,82.18534976688,-65.44612105969,48.69,2.751,20.044,-44.284,M5+M5-6,1.142,1589707.0,2600.0,0.496,0.08617,255,162,79
1284,L   51-48,17.776672041226252,-72.46022962817362,93.88,26.941,8.638,-89.513,M5V,0.633,881624.0,2600.0,0.238,0.00653,255,162,79
1285,HD 115675,196.03059522369,87.11542734626,82.84,-4.007,-1.151,82.735,K0,1.315,1830683.0,4500.0,0.592,0.15977,255,217,187
1286,BD-02  2198,114.02947315067959,-3.1107616610044455,46.41,-18.871,42.327,-2.519,M1.0V,1.255,1747104.0,3080.0,0.559,0.13023,255,179,115
1287,PM J08293+0355,127.34130395022001,3.9192609963600002,60.09,-36.362,47.66,4.107,M2.5V,1.12,1558448.0,2900.0,0.484,0.079,255,173,102
1288,HD 207496,328.7137553997,-77.33799854569,77.12,14.446,-8.779,-75.244,K2.5Vk:,0.878,1222312.0,4200.0,0.357,0.02729,255,210,175
1289,HD 331161B,296.60092121284083,32.01605078750583,45.5,17.275,-34.496,24.122,M2.5V,0.758,1054546.0,2900.0,0.297,0.0143,255,173,102
1290,LP  226-38,256.8025697235199,41.612291561899994,96.34,-16.445,-70.126,63.978,M4.5Ve,1.163,1618319.0,2660.0,0.508,0.09316,255,165,84
1291,* ome And,21.91408631466458,45.406684757618336,93.9,61.164,24.605,66.87,F4IV,2.212,3078724.0,6520.0,1.134,1.55308,255,254,250
1292,G 251-16,101.19019438034667,71.88761259990612,70.15,-4.232,21.394,66.674,K7V,0.759,1057101.0,3660.0,0.298,0.01446,255,196,149
1293,* kap CrB,237.8080470598467,35.65738158087722,97.82,-42.343,-67.261,57.022,K1IVa,1.222,1700772.0,4380.0,0.54,0.11578,255,214,182
1294,L  213-75,329.7215698102724,-57.93427407945527,87.19,39.975,-23.339,-73.89,M3.5V,1.303,1813360.0,2780.0,0.585,0.15326,255,169,93
1295,LP  298-33,41.98280666504,28.712277543790005,93.57,61.001,54.892,44.951,K7.5V,0.628,873781.0,3600.0,0.235,0.00628,255,195,146
1296,G 226-33,253.4131586257642,56.05755202529833,78.82,-12.563,-42.176,65.385,M3.5V,0.673,936794.0,2780.0,0.256,0.00852,255,169,93
1297,HD 172051,279.7225044145699,-21.05187527402,42.5,6.698,-39.095,-15.267,G6V,1.765,2457392.0,5080.0,0.856,0.57929,255,229,208
1298,HD 224476,359.58284808461,9.830823270609999,97.53,96.099,-0.7,16.653,G5,1.828,2544534.0,5200.0,0.894,0.6747,255,231,212
1299,HD  13808,33.17885643239,-53.74389153739,91.8,45.441,29.712,-74.029,K2V,1.414,1968393.0,4260.0,0.648,0.21944,255,212,177
1300,HD  29220,68.50506812452,-43.52470443683,72.11,19.158,48.647,-49.658,K4Vk:,1.485,2066518.0,4020.0,0.689,0.27148,255,206,166
1301,Solen,1,1,0,0,0,0,G2V,1,0,5500,1,1,
