id,main_id,ra,dec,distance_ly,x,y,z,spectral_type,diameter_solar,diameter_km,temperature,mass,luminosity,r,g,b
898,* bet Per,47.04221855625,40.95564667027778,89.93,46.28,49.703,58.944,B8V,10.944,15234680.0,19040.0,8.37,1696.16435,172,199,255
899,L   35-12,139.272182551345,-77.82316207800694,31.05,-4.964,4.274,-30.354,M4.5V,0.898,1250492.0,2660.0,0.368,0.03015,255,165,84
900,G  33-35A,15.808977389736246,20.097856284438333,51.97,46.955,13.295,17.856,M2V,0.56,779954.0,2960.0,0.204,0.00382,255,175,107
901,V* V478 Lyr,286.88494493142,30.25449288009,88.25,22.141,-72.942,44.463,G6V,1.736,2416639.0,5080.0,0.838,0.53842,255,229,208
902,HD 180617,289.23023570363335,5.1689001539355575,19.29,6.328,-18.142,1.738,M3-V,0.855,1190167.0,2840.0,0.346,0.02429,255,171,98
903,HD  14214,34.506013818715424,1.7578120801391666,73.14,60.241,41.412,2.243,G1V,1.618,2252933.0,5680.0,0.768,0.39614,255,240,227
904,* eta Cas B,12.271632750996249,57.81782624126639,19.33,10.061,2.188,16.361,K7Ve,1.416,1971519.0,3660.0,0.65,0.22097,255,196,149
905,* mu. Cas,17.06792893936375,54.920155889239716,25.03,13.754,4.223,20.486,G5Vb,1.512,2104325.0,5200.0,0.705,0.29389,255,231,212
906,* iot Per,47.266747088337084,49.613278348150835,34.5,15.169,16.419,26.278,G0V,1.51,2102100.0,5800.0,0.704,0.29254,255,242,231
907,BD+09  2366,158.00276306654249,8.510598855037221,96.25,-88.263,35.655,14.245,K5V,1.247,1735245.0,3900.0,0.554,0.12641,255,203,161
908,* alf Cen B,219.89609628987276,-60.83752756558407,4.39,-1.643,-1.374,-3.838,K1V,1.388,1932337.0,4380.0,0.634,0.20239,255,214,182
909,BD+27  1348,109.08238182027002,27.142527508279997,38.89,-11.313,32.702,17.74,M3V,1.237,1722396.0,2840.0,0.549,0.12236,255,171,98
910,HD   6378,16.10063034778458,-25.60500131163306,88.0,76.247,22.008,-38.031,K5+Vk:,1.087,1512759.0,3900.0,0.467,0.06935,255,203,161
911,V* V2367 Oph,258.4186167745646,-8.42076646524611,67.27,-13.36,-65.191,-9.851,M3.5V,0.973,1355110.0,2780.0,0.407,0.04285,255,169,93
912,* b Her,271.75662775372,30.562106914579996,51.45,1.358,-44.281,26.161,F6V,2.11,2937036.0,6280.0,1.069,1.26379,255,250,244
913,HD 229590,282.2161312929434,17.4389468592925,54.56,11.015,-50.875,16.352,K7V,1.33,1851541.0,3660.0,0.601,0.16789,255,196,149
914,SSSPM J2258-4639,344.45540099419,-46.645737941339995,79.28,52.434,-14.585,-57.644,M8.5,1.391,1935989.0,2180.0,0.635,0.20407,255,145,36
915,V* RY Sex,159.00507032137332,5.120219862219165,49.82,-46.325,17.778,4.446,M4V,1.048,1459489.0,2720.0,0.446,0.05929,255,167,89
916,StM 187,205.44294602466914,58.25549825952695,64.75,-30.764,-14.636,55.065,M3.5Ve,1.263,1757829.0,2780.0,0.563,0.13377,255,169,93
917,V* CW UMa,167.96558633891416,33.53645275540528,43.56,-35.507,7.57,24.063,M3.5V,0.768,1068815.0,2780.0,0.302,0.01517,255,169,93
918,G 158-8,358.9798072407513,-13.356644144211666,75.8,73.743,-1.313,-17.512,M3.5V,1.395,1941531.0,2780.0,0.637,0.20663,255,169,93
919,G 116-72,149.82830541676,43.84039061549001,88.76,-55.345,32.175,61.478,M3.5V,1.161,1616341.0,2780.0,0.507,0.09266,255,169,93
920,WT 1827,160.76189387284919,-9.211347583406388,39.78,-37.07,12.937,-6.367,M5.5V,1.325,1844740.0,2540.0,0.598,0.16521,255,160,73
921,HD 153284,255.5681716323815,-61.5686170187267,86.55,-10.27,-39.908,-76.114,K3.5Vk:,1.363,1896907.0,4080.0,0.619,0.18665,255,207,169
922,2MASS J15345704-1418486,233.7372180908338,-14.313681133034445,35.68,-20.447,-27.873,-8.82,M8.6V,1.181,1644473.0,2168.0,0.518,0.09993,255,144,35
923,StKM 2-1242,246.18285606851998,22.90580291553,78.69,-29.269,-66.308,30.626,M1.0V,0.929,1293288.0,3080.0,0.384,0.03493,255,179,115
924,HD 265866,103.70399193056876,33.268177300671944,18.21,-3.608,14.796,9.992,M3V,1.12,1559405.0,2840.0,0.485,0.07921,255,171,98
925,UCAC4 767-032810,72.27566780947292,63.28615931777195,40.91,5.598,17.516,36.541,G,1.814,2524811.0,5200,0.885,0.65211,255,231,212
926,G 265-8,19.96739128191167,84.15911022736445,47.12,4.507,1.638,46.88,M5V,1.464,2038105.0,2600.0,0.677,0.25553,255,162,79
927,HD 202108,318.2401553875499,30.8095127004,88.59,56.758,-50.676,45.375,G3V,1.596,2222074.0,5440.0,0.754,0.37294,255,236,220
928,G 158-27,1.6799888292112501,-7.538060861407779,15.81,15.663,0.459,-2.074,M5.5V,0.934,1299983.0,2540.0,0.386,0.03573,255,160,73
929,HD 120476,207.26667210396133,26.979911516371864,43.73,-34.643,-17.855,19.841,K4V+K6V,0.891,1240195.0,4020.0,0.364,0.02908,255,206,166
930,DENIS J104814.6-395606,162.06072337671375,-39.9352340955186,13.19,-9.624,3.116,-8.469,M8.5Ve:,1.418,1973227.0,2180.0,0.65,0.22181,255,145,36
931,L  471-42,189.70457672061582,-38.381575117324445,21.73,-16.792,-2.872,-13.494,M4.5V,0.728,1013015.0,2660.0,0.283,0.012,255,165,84
932,BD-09   956,70.12192044534892,-9.196105379898642,64.2,21.55,59.603,-10.261,M0V,1.016,1413579.0,3200.0,0.429,0.05155,255,183,123
933,G 150-7,202.96076411408,23.38899430837,63.15,-53.371,-22.612,25.07,M2.5V,1.189,1655123.0,2900.0,0.522,0.10279,255,173,102
934,Ross   47,85.53861536337459,12.489334676545553,18.89,1.435,18.386,4.085,M4V,0.617,858993.0,2720.0,0.23,0.00583,255,167,89
935,PM J16259+8324,246.49352607151,83.40674911754,94.26,-4.317,-9.925,93.639,M1.5V,1.085,1509664.0,3020.0,0.465,0.06873,255,177,111
936,LP  892-51,82.76803446947667,-30.195753349373053,49.92,5.432,42.807,-25.11,M3.5V,0.938,1305359.0,2780.0,0.388,0.03638,255,169,93
937,BD+19  5116A,352.9673910466166,19.937258443956946,20.43,19.059,-2.351,6.966,M3.5Ve,0.853,1187071.0,2780.0,0.345,0.02401,255,169,93
938,G 173-37,31.76606711569125,49.645406103641946,46.71,25.713,15.921,35.592,M3.5Ve,0.878,1222848.0,2780.0,0.358,0.02734,255,169,93
939,HD 184860A,294.19017584278254,-10.443427784926387,97.71,39.375,-87.653,-17.711,K2V,1.043,1451415.0,4260.0,0.443,0.05786,255,212,177
940,HD 192961,304.9039010378796,-46.42811508513027,60.35,23.802,-34.115,-43.725,K5.5V,1.102,1534158.0,3840.0,0.475,0.07375,255,201,158
941,GAT 1367,2.8825836652983323,59.14441223740833,30.37,15.558,0.783,26.073,M6.0V,1.088,1514122.0,2480.0,0.467,0.06963,255,158,68
942,G 100-28,85.10721300000002,24.8021842,33.42,2.587,30.225,14.018,M7V,0.908,1263992.0,2360.0,0.373,0.0316,255,153,56
943,Ross   41,82.00063103388375,9.643932212503609,33.32,4.571,32.53,5.582,M3.5V,0.653,909004.0,2780.0,0.247,0.00747,255,169,93
944,G  65-53,217.07323544473581,5.312721789379444,61.94,-49.204,-37.176,5.735,M3.5V,1.059,1473510.0,2780.0,0.451,0.06182,255,169,93
945,BD+66    34,8.122637538051292,67.2356704918527,32.83,12.576,1.795,30.272,M2V+M3V,1.138,1584165.0,2960.0,0.494,0.08486,255,175,107
946,SCR J0100-7904,15.23348839656125,-79.07374893232388,97.93,17.909,4.877,-96.152,M2.5V,1.269,1766834.0,2900.0,0.566,0.13679,255,173,102
947,WT 1963,195.00839485882955,-28.724866707146386,89.51,-75.817,-20.327,-43.019,M4V,0.566,788274.0,2720.0,0.207,0.004,255,167,89
948,G 170-26,258.5060737543399,17.6485957068,89.87,-17.066,-83.926,27.248,M2.5V,1.17,1628421.0,2900.0,0.512,0.09573,255,173,102
949,* alf PsA,344.4126927211701,-29.622237033389442,25.13,21.039,-5.869,-12.419,A4V,3.561,4956572.0,8520.0,2.057,12.47357,214,225,255
950,2MASS J16334908-6808480,248.45438018371166,-68.14670326692918,49.29,-6.738,-17.065,-45.747,M8V,1.5,2088598.0,2240.0,0.698,0.28441,255,148,43
951,HD  50590,103.24849801232,-23.107700314649996,99.28,-20.927,88.886,-38.964,K3V,0.957,1331506.0,4140.0,0.398,0.03968,255,209,172
952,HD  42505,91.6826446478,-62.682609633030005,92.18,-1.242,42.283,-81.897,K4Vk:,1.287,1792153.0,4020.0,0.577,0.14558,255,206,166
953,BD+36  2219,177.78056896065206,35.2720133940175,28.59,-23.323,0.904,16.509,M1.5V,0.934,1300083.0,3020.0,0.386,0.03574,255,177,111
954,G  51-15,127.45563663413579,26.77600670640528,11.68,-6.341,8.278,5.262,M6.5Ve,0.828,1152378.0,2420.0,0.332,0.02109,255,155,62
955,* bet Pic,86.82119870875,-51.066511426388885,64.04,2.232,40.182,-49.815,A6V,4.04,5623101.0,8280.0,2.408,21.6629,217,227,255
956,HD 132254,224.09600162798998,49.62844991781,82.06,-38.173,-36.987,62.516,F8-V,2.196,3057512.0,6040.0,1.124,1.50681,255,246,237
957,HD 224808,0.2004323303625,16.98811477811167,98.07,93.787,0.328,28.652,K0,0.954,1328295.0,4500.0,0.397,0.03926,255,217,187
958,LP  374-39,170.78320743656582,25.893567209354725,52.9,-46.978,7.623,23.103,M5V,0.802,1115867.0,2600.0,0.319,0.01832,255,162,79
959,Ross  987,109.53408632117,39.27480777939,45.73,-11.837,33.363,28.949,M0V,1.111,1546060.0,3200.0,0.479,0.07628,255,183,123
960,2MASS J21374917-0757145,324.4549529372599,-7.954067823479998,69.63,56.109,-40.089,-9.635,M3.5,1.416,1970467.0,2780.0,0.649,0.22045,255,169,93
961,* omi02 Eri,63.817998412477074,-7.652869660838334,16.34,7.145,14.533,-2.176,K0V,0.868,1208611.0,4500.0,0.352,0.02598,255,217,187
962,LP  506-37,254.34560676692,13.469223070110003,86.2,-22.62,-80.719,20.078,M4V,1.488,2070905.0,2720.0,0.691,0.27401,255,167,89
963,HD 157347,260.71369878638995,-2.3881776251900004,63.99,-10.317,-63.098,-2.666,G3V,1.553,2162012.0,5440.0,0.729,0.33081,255,236,220
964,HD 204587,322.511483356075,-12.51006810175528,57.8,44.776,-34.344,-12.521,K7Vk:,1.369,1905360.0,3660.0,0.622,0.19031,255,196,149
965,G 267-100,6.26793866953,-36.77162267579,65.4,52.075,5.72,-39.151,M2.5,1.081,1504136.0,2900.0,0.463,0.06764,255,173,102
966,HD 102365,176.62946888804873,-40.50035718532611,30.4,-23.073,1.359,-19.741,G2V,1.817,2529246.0,5560.0,0.887,0.65714,255,238,224
967,2MASS J11224462-6533161,170.68594120988,-65.55449456907,88.92,-36.312,5.955,-80.948,M8.5,1.078,1500300.0,2180.0,0.462,0.06689,255,145,36
968,G  85-52,78.17594405385292,19.66565475149833,39.63,7.646,36.523,13.335,M0V,1.072,1492200.0,3200.0,0.459,0.06532,255,183,123
969,* tau01 Eri,41.275828336206246,-18.572622827755275,46.56,33.172,29.118,-14.831,F7V,2.031,2827669.0,6160.0,1.02,1.07046,255,248,241
970,G 193-65,116.67516974837,57.44810270948,75.39,-18.211,36.249,63.549,M5.0V,1.263,1757493.0,2600.0,0.563,0.13365,255,162,79
971,* alf Pic,102.04772968012593,-61.941389121171916,96.55,-9.48,44.416,-85.206,A8VnkA6,3.561,4956780.0,8040.0,2.057,12.47586,220,229,255
972,LP  638-66,323.4547563614162,1.7837834944419442,55.06,44.211,-32.768,1.714,M4V,1.187,1652363.0,2720.0,0.521,0.10204,255,167,89
973,G 154-43,270.9001505370217,-18.980550624138885,43.14,0.641,-40.79,-14.031,M5.0V,0.968,1348046.0,2600.0,0.404,0.04188,255,162,79
974,G 208-45,298.4797520974621,44.41504090445889,15.2,5.177,-9.544,10.638,M6V,0.984,1369130.0,2480.0,0.412,0.04482,255,158,68
975,Wolf 1201 B,336.5646031785396,3.0021550788905564,76.54,70.132,-30.4,4.009,M6V,1.408,1959914.0,2480.0,0.645,0.21533,255,158,68
976,LP  938-144,18.652759558180005,-34.58082334141972,90.13,70.31,23.734,-51.156,M4.5Ve,1.057,1470816.0,2660.0,0.45,0.06133,255,165,84
977,*  11 LMi,143.91459247390253,35.810132514215276,36.64,-24.015,17.503,21.44,G8Va,0.718,999438.0,4840.0,0.278,0.01131,255,224,200
978,BD+40    45,4.276558743065417,40.94829745093833,47.91,36.082,2.698,31.396,K7V,0.97,1350001.0,3660.0,0.405,0.04215,255,196,149
979,G  49-32,149.1123206856625,22.65029751454083,59.71,-47.292,28.29,22.996,M4V,0.798,1110133.0,2720.0,0.317,0.01791,255,167,89
980,HD     38B,1.420844278295,45.810377607612494,37.57,26.178,0.649,26.937,M0.5V,1.431,1991576.0,3140.0,0.658,0.23097,255,181,119
981,G 172-35,15.72280424828042,47.05083501992917,97.07,63.664,17.923,71.052,M1.5V,0.949,1321463.0,3020.0,0.394,0.03839,255,177,111
982,* zet Lep,86.73892235277415,-14.82195015846389,72.81,4.004,70.277,-18.627,A2IV-V(n),2.413,3359455.0,8760.0,1.265,2.27509,212,224,255
983,LP  870-65,301.12827717120166,-23.70062885964694,59.53,28.177,-46.658,-23.927,M4.5,1.469,2044224.0,2660.0,0.68,0.2589,255,165,84
984,HD  14001,33.94226408708389,-18.238156267171874,75.5,59.488,40.038,-23.629,K4V+K4V,1.302,1811938.0,4020.0,0.585,0.15274,255,206,166
985,HD 107576,185.49936090259996,-41.05924046256,79.57,-59.724,-5.75,-52.266,K3.5V,0.84,1169074.0,4080.0,0.338,0.02246,255,207,169
986,BD-11  3759,218.57004859310788,-12.519559582093887,20.39,-15.567,-12.413,-4.421,M3.5V,0.853,1187804.0,2780.0,0.345,0.02408,255,169,93
987,LP  245-10,34.291742245724585,35.44237274915389,33.72,22.694,15.476,19.552,M7V,0.585,814417.0,2360.0,0.215,0.00462,255,153,56
988,* sig02 UMa A,137.59811110645,67.13401715901,66.92,-19.201,17.534,61.659,F6IV-V,2.28,3173952.0,6280.0,1.178,1.77449,255,250,244
989,HD 160346,264.82048469250003,3.5552432549999997,35.88,-3.233,-35.662,2.225,K3-V,0.58,807387.0,4140.0,0.213,0.00445,255,209,172
990,LP  747-19,259.43552505342996,-11.807354439969998,88.31,-15.848,-84.976,-18.07,M3V,1.046,1456548.0,2840.0,0.445,0.05876,255,171,98
991,CD-56  1032,73.3800350560888,-55.86031029584618,36.23,5.816,19.484,-29.988,M3Ve+M4Ve,0.552,768258.0,2840.0,0.2,0.00358,255,171,98
992,CD-44  3045,104.44417762918835,-44.29119770526807,26.12,-4.664,18.109,-18.243,M3.5V,0.731,1017674.0,2780.0,0.284,0.01224,255,169,93
993,HD 188559,299.63743424803,-54.93689103205,77.04,21.886,-38.468,-63.06,K3+V,0.683,950951.0,4140.0,0.261,0.0091,255,209,172
994,PM J21472-0444,326.82272681792995,-4.744637578330001,37.54,31.316,-20.475,-3.105,M4.0V,0.814,1132796.0,2720.0,0.325,0.01957,255,167,89
995,G  96-29B,79.34980176405917,45.838694513913346,43.38,5.586,29.703,31.121,M4:,1.367,1902744.0,2720.0,0.621,0.18917,255,167,89
996,HD  60491,113.6090317389,-6.89667688977,76.5,-30.417,69.592,-9.186,K1V,0.587,817078.0,4380.0,0.216,0.00469,255,214,182
997,CD-35  2722,92.3300338228,-35.82529604851,72.93,-2.404,59.086,-42.689,M1Ve,1.308,1820523.0,3080.0,0.588,0.15593,255,179,115
998,L  530-63,123.36926118181958,-32.4584750762875,98.21,-45.581,69.208,-52.709,M2.5,1.182,1645696.0,2900.0,0.518,0.10025,255,173,102
999,LP  885-35,33.78351025885958,-30.667055969340833,1,32.767,21.922,-23.377,M8,1.434,1996105.0,2240.0,0.66,0.23328,255,148,43
1000,BD+45  2247,225.23153186704124,45.42627307631667,38.19,-18.874,-19.027,27.202,M0V,0.914,1272089.0,3200.0,0.376,0.0325,255,183,123
1001,HD 146800,245.07488718332002,-48.22580212588,89.25,-25.058,-53.922,-66.562,K2.5V,0.869,1210090.0,4200.0,0.353,0.02612,255,210,175
1002,MCC 811,293.77615678259116,8.460736915940704,89.56,35.713,-81.063,13.176,M0.5V,0.693,964439.0,3140.0,0.266,0.00968,255,181,119
1003,* zet01 UMa,200.98142616882203,54.925359883302775,81.11,-43.518,-16.689,66.379,A1.5Vas,3.627,5048940.0,8820.0,2.105,13.523,211,223,255
1004,L  235-35,88.12147144953335,-55.11180404896695,67.31,1.262,38.479,-55.213,M,1.392,1937617.0,2600,0.636,0.20482,255,162,79
1005,L  291-115,8.306285596387085,-47.55458818041888,47.64,31.813,4.645,-35.153,M5,0.626,870750.0,2600.0,0.234,0.00619,255,162,79
1006,HD 270712A,71.04569910953,-70.32343295657,68.63,7.506,21.856,-64.625,M0V,1.431,1991392.0,3200.0,0.658,0.23088,255,183,123
1007,L  294-112,28.214939350117092,-48.094783711842226,43.66,25.694,13.785,-32.492,M4.5,0.955,1328675.0,2660.0,0.397,0.03931,255,165,84
1008,HD 229793,282.9632643499317,16.583282716819724,49.6,10.664,-46.325,14.156,M0V,1.079,1502520.0,3200.0,0.463,0.06732,255,183,123
1009,Ross  248,355.47931791771504,44.17744969753222,10.31,7.368,-0.583,7.182,M5.0V,1.256,1748344.0,2600.0,0.559,0.13064,255,162,79
1010,2MASS J01030791+4509292,15.783126375465004,45.1581281369539,76.52,51.923,14.676,54.255,M9,1.333,1855934.0,2120.0,0.602,0.16964,255,142,29
1011,* zet Sgr,285.6530426563352,-29.88006330096877,88.2,20.634,-73.639,-43.94,A2.5Va,3.721,5179372.0,8700.0,2.173,15.1194,212,224,255
1012,LP  817-54,322.34745100856,-18.918845571870005,68.01,50.937,-39.302,-22.051,M5,1.285,1788939.0,2600.0,0.575,0.14444,255,162,79
1013,* mu.02 Her,266.60491210506996,27.717260212056107,27.23,-1.427,-24.061,12.664,M3.5V,0.75,1044417.0,2780.0,0.294,0.01371,255,169,93
1014,LP  131-75,193.45141943971,54.18632474457001,79.99,-45.522,-10.888,64.865,M4.5Ve,0.825,1148335.0,2660.0,0.331,0.02077,255,165,84
1015,* eta Cas,12.276227476217503,57.81517728880999,19.32,10.055,2.188,16.35,F9V,1.754,2441171.0,5920.0,0.849,0.56275,255,244,234
1016,BD-20  6558B,348.56858731544924,-19.64618188013694,68.69,63.405,-12.821,-23.093,M4V,0.991,1379815.0,2720.0,0.416,0.04638,255,167,89
1017,* 212 Pup A,118.06526235821582,-34.70543991795278,59.78,-23.12,43.363,-34.034,F5V,2.226,3098717.0,6400.0,1.143,1.59769,255,252,247
1018,BD+79    38,20.37879967958,80.15179995658,79.42,12.734,4.73,78.25,K5V,0.792,1102349.0,3900.0,0.314,0.01737,255,203,161
1019,LP  209-2,126.12896630244002,39.01496607868,94.4,-43.246,59.242,59.427,M5.5Ve,1.003,1396762.0,2540.0,0.422,0.04892,255,160,73
1020,* ksi Cep,330.9477291109317,64.62797577182414,96.53,36.157,-20.085,87.215,Am+F7/8V,3.545,4934005.0,8400,2.045,12.22702,216,226,255
1021,HD  53706,105.99550521814291,-43.611353746601395,55.64,-11.101,38.727,-38.38,K0.5V,0.745,1036871.0,4440.0,0.291,0.01329,255,216,185
1022,* tau PsA,332.53658414455214,-32.54840841508611,60.2,45.028,-23.404,-32.39,F6V,1.859,2587656.0,6280.0,0.913,0.72617,255,250,244
1023,LP  732-35,172.7849467541529,-14.955903345553606,37.53,-35.974,4.554,-9.686,M4.5V,0.586,815730.0,2660.0,0.216,0.00465,255,165,84
1024,1RXS J053328.4-425713,83.36682280596,-42.95570770536,34.0,2.874,24.717,-23.168,M4.0Ve,1.396,1942743.0,2720.0,0.638,0.2072,255,167,89
1025,* eta Ind,311.00972491813707,-51.92097035308806,78.91,31.933,-36.722,-62.111,A9IV,4.005,5574454.0,7920.0,2.382,20.85486,222,230,255
1026,G  48-6,140.24145046693334,3.3684549243816666,57.5,-44.125,36.71,3.378,M4V,1.471,2047339.0,2720.0,0.681,0.26063,255,167,89
1027,Ross   46,83.71714736244249,13.879641786005557,38.84,4.127,37.482,9.318,M3V,0.624,868876.0,2840.0,0.233,0.00613,255,171,98
1028,HD 219623,349.1762648346,53.21347481835,67.22,39.539,-7.559,53.836,F8V,1.908,2655574.0,6040.0,0.943,0.81333,255,246,237
1029,G 157-56,351.02346353092616,-5.187130175239444,82.13,80.793,-12.762,-7.425,M3.0,0.997,1388144.0,2840.0,0.419,0.04761,255,171,98
1030,UCAC4 414-032626,111.80901362095041,-7.31030290000611,40.33,-14.862,37.14,-5.132,A,3.688,5133948.0,8400,2.149,14.5478,216,226,255
1031,BD+39  3048,252.35290554063997,39.27624359435,72.97,-17.123,-53.826,46.193,K4V,1.216,1692519.0,4020.0,0.537,0.11335,255,206,166
1032,UPM J0641+1226,100.42865574347,12.44550156281,64.8,-11.453,62.229,13.964,M5,0.656,912791.0,2600.0,0.248,0.00761,255,162,79
1033,* zet Dor,76.37773197557,-57.47270469412,38.14,4.83,19.929,-32.155,F9VFe-0.5,1.781,2478577.0,5920.0,0.865,0.60146,255,244,234
1034,*  36 Dra,273.4743033607241,64.39728493338667,75.53,1.978,-32.578,68.113,F5V,2.146,2986994.0,6400.0,1.092,1.36057,255,252,247
1035,* bet Cae,70.51450957648,-37.144330240340004,94.24,25.058,70.819,-56.906,F3IV,2.069,2880741.0,6640.0,1.044,1.16119,255,250,255
1036,* del Tri,34.26345974490126,34.22423205104722,35.59,24.319,16.566,20.016,G0.5VFe-0.5,1.793,2495174.0,5740.0,0.872,0.61928,255,241,229
1037,HD   6101,15.602304969315002,5.061557934746111,73.36,70.382,19.654,6.472,K2V,1.416,1971255.0,4260.0,0.65,0.22084,255,212,177
1038,LP  684-3,239.17269735463,-4.23908639702,88.21,-45.082,-75.543,-6.521,M1.5Vk,1.219,1697227.0,3020.0,0.539,0.11473,255,177,111
1039,LP  655-48,70.09697765371793,-5.502257051108334,31.79,10.773,29.755,-3.048,M7.5Ve,1.374,1913097.0,2300.0,0.626,0.19372,255,150,50
1040,G  85-69,80.9543598,22.544098100000003,81.34,11.811,74.187,31.184,M4.5V,1.198,1667011.0,2660.0,0.527,0.10606,255,165,84
1041,*  47 UMa,164.86655313083833,40.430255714645554,45.3,-33.283,9.001,29.375,G1-VFe-0.5,1.537,2139345.0,5680.0,0.719,0.3159,255,240,227
1042,HD  21209,50.821569409924585,-49.991920393309165,62.95,25.565,31.37,-48.214,K3.5V,1.413,1966834.0,4080.0,0.648,0.21868,255,207,169
1043,G 180-9,238.2776475865537,34.74657023656751,74.75,-32.296,-52.246,42.605,M3.0V,1.317,1833431.0,2840.0,0.593,0.16083,255,171,98
1044,Ross  406,82.4694657503325,32.08088762561944,69.94,7.766,58.747,37.145,M2.5V,0.554,771185.0,2900.0,0.201,0.00364,255,173,102
1045,V* V371 Ori,83.4366667764,1.9454035756499994,51.48,5.881,51.111,1.748,M3.0Ve,0.773,1075402.0,2840.0,0.305,0.01558,255,171,98
1046,LSPM J2127+5553,321.85555297614667,55.88750851913306,56.68,24.998,-19.632,46.925,M7.8,0.917,1276816.0,2264.0,0.377,0.03303,255,149,46
1047,V* QY Aur,107.50763989947708,38.52946847313889,19.74,-4.646,14.728,12.297,M4.5Ve,1.372,1909753.0,2660.0,0.624,0.19224,255,165,84
1048,BD+44  2051,166.3690706208596,43.52677415242249,16.0,-11.272,2.733,11.017,M1.0V,0.78,1085464.0,3080.0,0.308,0.01623,255,179,115
1049,HD  75632A,133.85330469873415,70.79431668061278,37.77,-8.608,8.96,35.668,M1V,0.982,1367355.0,3080.0,0.411,0.04457,255,179,115
1050,LP  904-51,160.43336039946584,-31.198437469872218,59.8,-48.196,17.13,-30.976,M5,1.076,1497948.0,2600.0,0.461,0.06643,255,162,79
1051,GAT 1383,321.13465426586373,40.06658166348584,47.32,28.199,-22.726,30.461,M5.5V,1.192,1658765.0,2540.0,0.523,0.10378,255,160,73
1052,V* AB Dor,82.18696340245,-65.44866642978,48.44,2.736,19.94,-44.06,K0V,1.189,1654519.0,4500.0,0.522,0.10263,255,217,187
1053,CE 303,197.34107546692582,-23.509928772049445,48.97,-42.864,-13.384,-19.535,M7e,1.478,2057652.0,2360.0,0.685,0.26642,255,153,56
1054,HD 156384C,259.7451137490841,-34.99683685371723,23.62,-3.445,-19.043,-13.549,M1.5V,0.715,995600.0,3020.0,0.277,0.01112,255,177,111
1055,LP  620-52,220.18156723717,-0.9826968912899999,79.68,-60.863,-51.4,-1.366,M3.5,0.704,980142.0,2780.0,0.271,0.01039,255,169,93
1056,LP  694-16,300.9954414129396,-8.129858969103335,62.94,32.085,-53.409,-8.901,M4V,1.052,1465010.0,2720.0,0.448,0.06027,255,167,89
1057,L  326-21,185.7559707095562,-46.61900951716862,51.73,-35.35,-3.563,-37.597,M4V,1.449,2017254.0,2720.0,0.669,0.24429,255,167,89
1058,HD    870,3.20937200829,-57.91260959260999,67.35,35.72,2.003,-57.06,K0V,0.552,768242.0,4500.0,0.2,0.00358,255,217,187
1059,G 239-25B,220.59187092869286,66.05546252606445,35.7,-11.003,-9.428,32.629,M8.1,0.688,957117.0,2228.0,0.263,0.00936,255,147,42
1060,LP  934-33,350.5983442292854,-27.42918973627028,96.16,84.205,-13.943,-44.297,M5.5Ve,0.874,1216741.0,2540.0,0.355,0.02675,255,160,73
1061,L  142-86,156.02915566227958,-63.99854899470306,73.99,-29.641,13.179,-66.505,M2,0.925,1287118.0,2960.0,0.381,0.03421,255,175,107
1062,LP  701-7,341.60977870383454,-6.657322373370833,64.78,61.061,-20.301,-7.511,M5V,1.071,1491226.0,2600.0,0.458,0.06514,255,162,79
1063,G  33-36,16.672963259149995,15.2728034634,72.51,67.005,20.068,19.099,M0V,1.161,1615491.0,3200.0,0.506,0.09245,255,183,123
1064,* p Eri,24.94808137260525,-56.19641657720309,25.51,12.87,5.987,-21.2,K2V+K2V,1.459,2031615.0,4260.0,0.674,0.25199,255,212,177
1065,Ross  188,307.85682652085325,38.56228459314694,50.23,24.103,-31.01,31.311,M5V,1.208,1681945.0,2600.0,0.533,0.11028,255,162,79
1066,LP   33-436,86.96775806371832,69.74090176576111,82.61,1.513,28.565,77.499,M5.5V,1.192,1659008.0,2540.0,0.524,0.10385,255,160,73
1067,* bet CVn,188.43560104856124,41.35747815357195,27.63,-20.518,-3.043,18.26,G0V,1.667,2320865.0,5800.0,0.797,0.45112,255,242,231
1068,BD-22  2311,128.13881438069,-23.38516200087,91.72,-51.991,66.214,-36.405,K7V,0.986,1372723.0,3660.0,0.413,0.04534,255,196,149
1069,* tet Ind B,319.96332307970994,-53.44939720016,98.14,44.747,-37.596,-78.838,G0V,1.831,2549382.0,5800.0,0.896,0.68034,255,242,231
1070,G 136-27,223.40494701395582,11.570144267898334,63.55,-45.23,-42.779,12.746,M5V,1.499,2086824.0,2600.0,0.697,0.28335,255,162,79
1071,HD  72673,128.2145653347,-31.500851377865832,39.67,-20.926,26.579,-20.731,K1V,1.366,1901801.0,4380.0,0.621,0.18876,255,214,182
1072,V* VZ Col,82.55835096406,-42.69732774909001,62.49,5.948,45.538,-42.374,M0V,1.197,1666877.0,3200.0,0.527,0.10602,255,183,123
1073,* del Eri,55.81208557481292,-9.763391932194168,29.64,16.416,24.166,-5.027,K0+IV,1.365,1899392.0,4500.0,0.62,0.18772,255,217,187
1074,HD 158633,261.25040725589463,67.30670798488666,41.72,-2.449,-15.909,38.492,K0,1.244,1731353.0,4500.0,0.552,0.12517,255,217,187
1075,L  568-10,315.7610599217437,-30.35066337181805,84.98,52.541,-51.163,-42.941,M3:,1.495,2081519.0,2840.0,0.695,0.28021,255,171,98
